0.09387849 0.05538638 0.9933222 0.44999225 0.66428571
0.63386306 1.0 0.99276572 0.65141882 0.65
0.08700066 0.06860098 0.99573363 0.45867576 0.62142857
0.17907372 0.17960356 0.99610462 0.47883393 0.65714286
0.0 0.0 0.81765906 0.19972089 0.08571429
0.12622728 0.08106866 0.99165275 0.41928981 0.53571429
0.17722953 0.21896007 0.9968466 0.50829586 0.73571429
0.28833079 0.33789141 0.99629011 0.44285936 0.58571429
0.23436929 0.13530595 0.99517715 0.44084354 0.41428571
0.18727925 0.11852916 0.99740308 0.46735928 0.67857143
0.13167087 0.17190463 0.97922463 0.4627074 0.35
0.1511003 0.08514795 0.0 0.0 0.00714286
0.33528404 0.50382074 0.9968466 0.50488448 0.59285714
0.32258849 0.03303648 0.99703209 0.44735618 0.67857143
0.33972258 0.05349038 0.99795956 0.46503334 0.7
0.27417632 0.01430623 0.9966611 0.70103892 0.72857143
1.0 0.96811261 0.99740308 0.64878276 0.65714286
0.32941082 0.06923298 0.99814506 0.46611878 0.66428571
0.28965791 0.12375754 0.99888703 0.46301752 0.63571429
0.46858901 0.17851192 0.99870154 0.48829276 0.66428571
0.23786576 0.07055444 0.99833055 0.4730966 0.77142857
0.23900171 0.04251652 0.99870154 0.49899209 0.92857143
0.36388151 0.0948578 0.99777407 0.47464723 0.80714286
0.06316539 0.02999138 0.99424968 0.5439603 0.47857143
0.27510674 0.09600689 1.0 0.50891611 1.0
0.20848756 0.01505315 0.99517715 0.82539929 1.0
0.03699749 0.10744039 0.96030421 0.5118623 0.15
0.28824371 0.13593795 0.99888703 0.49713134 0.88571429
0.51256086 0.21740879 0.99944352 0.51465343 0.75
0.61396696 0.34185579 0.99795956 0.47139091 0.65714286
0.39229323 0.14587762 0.99962901 0.47046054 0.62857143
0.38319162 0.12174662 0.99981451 0.47573267 0.72142857
0.35275862 0.16478024 0.99962901 0.50643511 0.78571429
0.16557188 0.54110888 0.67519941 1.0 0.0
0.72368742 0.4948578 0.99907253 0.52488758 0.66428571
0.96988693 0.70238437 0.9935077 0.66242828 0.64285714
0.58100595 0.15409365 0.99499165 0.54551093 1.0
0.24656409 0.02303936 0.99870154 0.5027136 0.81428571
