11.418367 0.8092 0.9952 2.2442 98
26.343750 2.4533 0.9949 2.3741 96
11.228261 0.8322 0.9965 2.2498 92
13.773196 1.0254 0.9967 2.2628 97
8.823529 0.7128 0.9005 2.0828 17
12.312500 0.8539 0.9943 2.2244 80
13.722222 1.0939 0.9971 2.2818 108
16.793104 1.3009 0.9968 2.2396 87
15.301587 0.9483 0.9962 2.2383 63
14.000000 0.9191 0.9974 2.2554 100
12.462963 1.0120 0.9876 2.2524 54
13.000000 0.8610 0.4597 1.9540 6
18.090910 1.5897 0.9971 2.2796 88
17.740000 0.7703 0.9972 2.2425 100
18.213593 0.8059 0.9977 2.2539 103
16.401869 0.7377 0.9970 2.4061 107
36.463917 2.3978 0.9974 2.3724 97
17.928572 0.8333 0.9978 2.2546 98
16.829786 0.9282 0.9982 2.2526 94
21.775511 1.0235 0.9981 2.2689 98
15.398231 0.8356 0.9979 2.2591 113
15.429629 0.7868 0.9981 2.2758 135
18.881355 0.8779 0.9976 2.2601 118
10.569445 0.7650 0.9957 2.3048 72
16.427586 0.8799 0.9988 2.2822 145
14.586206 0.7390 0.9962 2.4863 145
9.846154 0.8998 0.9774 2.2841 26
16.790697 0.9494 0.9982 2.2746 129
22.990910 1.0912 0.9985 2.2859 110
25.793814 1.3078 0.9977 2.2580 97
19.666666 0.9667 0.9986 2.2574 93
19.415094 0.9247 0.9987 2.2608 106
18.573914 0.9996 0.9986 2.2806 115
13.400000 1.6546 0.8237 2.5989 5
28.826530 1.5741 0.9983 2.2925 98
35.631580 1.9353 0.9953 2.3812 95
24.882759 0.9810 0.9961 2.3058 145
15.638656 0.7529 0.9981 2.2782 119
