0.13811076 0.00685562 0.98038147 0.45178325 0.28571429
0.22548581 0.10683222 0.9919346 0.01020392 0.33766234
0.51811891 1.0 0.99237057 0.45327809 0.06493506
1.0 0.1039839 0.15498638 0.25114957 0.09090909
0.20305199 0.45306826 0.98713896 0.32085466 0.25974026
0.41642916 0.26108442 0.98386921 0.42351125 1.0
0.33387623 0.31533662 1.0 0.55593468 0.07792208
0.34473402 0.59879578 0.99008174 0.08031522 0.19480519
0.2585505 0.45141168 0.99673025 0.19787148 0.06493506
0.1791531 0.54203688 0.99182561 0.12538793 0.07792208
0.51981544 0.24428776 0.99378747 0.1091559 0.07792208
0.15916494 0.24466837 0.98877384 0.98753757 0.1038961
0.20969056 0.12540401 0.99476839 0.8833049 0.03896104
0.40692665 0.87042335 0.99673025 0.97041189 0.18181818
0.3379479 0.20667155 0.99640327 0.03521001 0.07792208
0.0 0.2519124 0.83029973 0.15603217 0.0
0.65021808 0.37351969 0.57983651 0.99977252 0.76623377
0.63682099 0.370701 0.59182561 0.99967503 0.76623377
0.61783037 0.07839739 0.75095368 0.72204078 0.25974026
0.17042812 0.20238192 0.79149864 0.08198879 0.05194805
0.10993486 0.01617895 0.3000545 0.03173288 0.0
0.268148 0.0 0.85711172 0.41977415 0.05194805
0.26872966 0.37253229 0.96490463 0.77086685 0.07792208
0.73226285 0.24427061 0.97395095 0.0 0.37662338
0.42929472 0.07920696 0.70343324 1.0 0.25974026
0.2725618 0.03057185 0.99106267 0.14431717 0.18181818
0.24080969 0.25782118 0.9920436 0.37569258 0.23376623
0.25069801 0.25049604 0.99574932 0.40758794 0.14285714
0.39124964 0.24586635 0.73722071 0.81277114 0.24675325
0.49674269 0.2285643 0.99487738 0.79870014 0.24675325
0.40600283 0.40976789 0.99858311 0.08988545 0.05194805
0.13371336 0.00685562 0.98038147 0.45178325 0.28571429
0.22253734 0.10683222 0.9919346 0.01020392 0.33766234
0.48758145 1.0 0.99237057 0.45327809 0.06493506
0.99144955 0.1039839 0.15498638 0.25114957 0.09090909
0.20145872 0.45306826 0.98713896 0.32085466 0.25974026
0.41566572 0.26108442 0.98386921 0.42351125 1.0
0.30808904 0.31533662 1.0 0.55593468 0.07792208
0.34473402 0.59879578 0.99008174 0.08031522 0.19480519
0.24633552 0.45141168 0.99673025 0.19787148 0.06493506
0.1655809 0.54203688 0.99182561 0.12538793 0.07792208
0.50624325 0.24428776 0.99378747 0.1091559 0.07792208
0.15361267 0.24466837 0.98877384 0.98753757 0.1038961
0.18322477 0.12540401 0.99476839 0.8833049 0.03896104
0.40045985 0.87042335 0.99673025 0.97041189 0.18181818
0.32030403 0.20667155 0.99640327 0.03521001 0.07792208
0.63504785 0.370701 0.59182561 0.99967503 0.76623377
0.61517493 0.07839739 0.75095368 0.72204078 0.25974026
0.15646813 0.02537437 0.0 0.09661223 0.05194805
0.25418801 0.0 0.85711172 0.41977415 0.05194805
0.24972858 0.37253229 0.96490463 0.77086685 0.07792208
